0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.11871153650082401,1.1681565357283004,0.0,0.0,0.0,0.4835234658246722,2.3869614223284454,0.0,0.0
1.0,0.0,0.0,9.480748493166866,0.0,0.9514170589486229,0.0022304658681025383,0.0,1.9590988126957376,0.0,0.334572247182242
2.0,0.0,0.0,0.0,0.14619954380113806,1.0667265520591405,1.287787457171992,0.022297129444544355,1.6463785478015573,0.0,0.0
3.0,2.8795556920841556,4.891802279989852,0.0,0.2790953436770293,3.062778216420016,0.044256393503459154,1.3832916303287097,1.5648426164072522,0.2929541663717579,2.8731607102608536
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0999188326961606,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1998376653923213,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.02882649796933614,0.05786936304752908,1.97625088143783,0.0,0.030879268645671205
7.0,0.0,0.43520521650593125,0.0,0.02622172729616213,0.0,1.7766276829131686,0.0,2.2712354643218635,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1998376653923213,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1998376653923213,0.0,0.0
10.0,0.0,0.0,0.0,0.0922530987942702,0.0,0.0,0.08020003736748535,0.011952278758940655,0.2078290370794611,0.0
11.0,0.0,0.0,0.0,0.032315588481421194,0.0,0.0,0.0689176923501857,0.0,0.000853457074914345,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.00476879184022389,0.1255599009321914,0.0,0.6754134240405761,0.0
13.0,0.0,0.0,0.0,0.032315588481421194,0.0,0.0,0.0689176923501857,0.0,0.000853457074914345,0.0
14.0,0.0,0.0,0.07110022743804947,0.44129877953646873,0.0,0.012496828719150173,0.08943924595555974,0.0654311032081899,0.0,0.0
15.0,0.0,0.0,0.0,0.5547319319701726,0.0,0.0,2.6603802843721964,0.09010415888045757,0.0,0.0
16.0,0.0,0.0,0.0,0.032315588481421194,0.0,0.0,0.0689176923501857,0.0,0.000853457074914345,0.0
