0,1,2,3,4,5,6,7,8,9,10
5114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291042771918683,0.0,0.0
40028.0,0.0,0.0,0.0,0.055612059735234115,0.0,0.0,0.1058214100700642,0.0,0.01856290695240513,0.0
38524.0,0.0,0.0,0.0,0.0,0.0,0.10324443501562452,0.11293482787947073,0.0,1.3017825463073938,0.0
9969.0,0.0,0.0,0.07968683241765791,0.0,0.0,0.0,0.0,0.024553397526473134,0.02232151329828692,0.31496524207917287
28851.0,0.0,0.0,0.011904310866093303,1.3139536951943898,0.36267727514749964,0.0,0.005126688631727874,0.01878545364675031,0.0,0.8584060061336426
34096.0,0.04967489539301019,0.0,0.0,0.16793883045360997,0.03221510727774582,0.0,0.0,0.04371526169187872,0.09874666931619525,0.0
4181.0,0.0,0.0,0.0,0.0,0.0,5.310455979255253,0.0,0.0,0.0,0.0
32281.0,0.0,0.0,0.17762969771922288,0.9750599806179183,0.0,0.14561851551210037,0.24976750440396325,0.3477659401728828,0.0,0.0
32935.0,0.030068010504761652,0.0,0.0,0.0,0.11714407384446265,0.0,0.0076434417523818035,0.14662600854890034,0.3754638893207783,0.17823718915536116
39486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37510.0,0.0,0.0,0.0,0.4439029845629284,0.0,0.0,0.0,0.0,0.9236497130654974,0.06788825418816315
31758.0,0.0,0.0,0.07290324013868625,0.12709322552888516,0.0,0.0,0.0,0.0,0.034235434728205366,0.0
36838.0,0.0063287684757072585,0.0,0.0,0.14392726058211916,0.0,0.0,0.0,0.0,0.0,0.0
33095.0,0.0,0.0,0.0,0.5400648918477275,0.17420682341764115,0.0,0.0,0.0,0.04803403779064755,0.0
17074.0,0.2994951256231637,0.0,0.22504512378240352,0.04169420527901483,0.0,0.06686693954427307,0.0,0.0,0.18555367347285598,0.0
19.0,0.020567164127620215,0.0,0.0,0.0,0.0,0.0,0.11625514368184779,0.0,0.0,3.1536981826810933
24701.0,0.06904146741306928,0.0,0.0,0.0,0.0,0.0,0.0,0.13312866251883945,0.03493430280679041,0.003190030754789529
40591.0,0.0,0.0,0.0,0.7173350678742116,0.01950584692350024,0.09516697539376151,0.0,0.0,0.4915461430002777,0.0
34599.0,0.03751201943393186,0.0,0.0,2.4629435686758994,0.0,0.0,0.0,0.0,0.1288941809646263,0.0
23273.0,1.4985941949339012,0.0,0.0,0.0,0.0,0.0,0.0,0.1253834363344038,0.0,0.0
44.0,0.0,0.19471050208257862,0.0,0.0,0.03820208097679725,0.0,0.0,0.0,0.0,2.2750873678852637
28891.0,0.0,0.0,0.0,0.0,0.0,0.10921442880983197,0.19082491018187664,0.26265430790341243,0.49482788177616277,0.056578149078224074
40456.0,0.0,0.0,0.0,0.014644970046497377,0.0,0.0,0.0,0.0,0.0,0.0
164.0,0.0,0.0,0.0,0.2687498791217868,0.5053641721261174,0.0,0.0,0.0,0.0,1.0336332559678063
37521.0,0.0,0.0,0.0,0.19373310968192986,0.7310087629984974,0.0,0.004928894308759625,0.0,1.1102995297625273,0.0
245.0,0.004782416308172512,0.0,0.23501930632564969,0.003126401468256887,0.04254883107819061,0.0,0.018954718262171297,0.0,0.0,0.45632696602165856
457.0,0.013393500849532293,0.023803056108929677,0.0,0.0,0.0,0.22056834795120805,0.20280494695492296,0.08218666416765268,0.0,3.606850665302668
2921.0,0.14337319401691126,0.0,0.0,0.13215609177560245,0.1389609512825635,0.026075470081507422,0.0,0.0,0.0,0.5446429659502094
5258.0,0.0,0.008111683525012027,0.0,0.0,0.4293832673628095,0.0,0.06259017677024074,0.0,0.12091826748176131,0.10053097193482634
431.0,0.0,0.09314610071479007,0.0,0.0,0.0626226040827772,0.0,0.04178393484110013,0.0,0.020662601627748543,1.14531355871678
2001.0,0.0,0.16473880503291943,0.8189106268841947,0.0,0.0,0.0,0.8959020330756615,0.0,0.0,0.0
34591.0,0.0,0.0,0.0,0.25065638523914363,0.0,0.0,0.0,0.0,0.0,0.0
7311.0,0.15157246776002803,0.0,0.36903360923732714,0.22690986346239964,0.33710229436536143,0.4236981769157169,0.0,0.06883383021163636,0.0,0.0
12355.0,0.008134693599817461,0.0,0.1380873717361369,0.0,0.21164116345721526,0.18083284066669578,0.0,0.0,0.7358358398959206,0.49865175323974664
42203.0,0.0,0.0,0.0,0.0,0.0,0.17837651325736967,0.0,0.0,0.0,0.0
22135.0,0.11967741165527476,0.0,0.0,0.04565918287049197,0.4288403576898661,0.0,0.0,0.0,0.503805420977561,0.1283039930380975
1535.0,0.0,0.0,0.0,0.0,0.0,0.0,3.696825470777906,0.0,0.0,0.0
28957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31757.0,0.0,0.0,0.09656201968729385,0.07664639246359142,0.051866959422091095,0.10553153277563118,0.0,0.0,0.09415175670240025,0.0
35760.0,0.0,0.0,0.0,0.0,0.0,0.0596284974480913,0.0,0.0,0.7395988022594372,0.0
19647.0,0.0,0.0,0.0,0.0,0.0037306148485868043,0.0,0.06423281609175151,0.0,0.4022178212024668,0.0
33049.0,0.0,0.0,0.012969260137950288,0.015779596877615206,0.16149333629463936,0.0,0.0008632299159501715,0.0,0.13864859162927323,0.0
11741.0,0.0,0.0,0.7966722416632575,0.0,0.018458408759837664,0.0,0.0,0.0,0.4287104745296489,0.0
42897.0,0.0,0.0,0.0,0.09430072719051352,0.0,0.0,0.0,0.0,0.04792943141120162,0.00953087257157223
32983.0,0.00331879132654086,0.0,0.0,0.061438028831544166,0.0,0.0,0.0,0.0,0.01154387936062026,0.0
12365.0,0.0,0.0,0.0,0.0,0.0,0.027647485447349986,0.02956362548066236,0.0,0.5106238934006446,0.0
21329.0,0.025750976868666092,0.05507994099881923,0.0,0.0,0.0,0.0,0.0,0.0,0.34240494543644096,0.0
30276.0,0.05517429091295295,0.16878597564239706,0.0,0.0,0.15610738928277215,0.0,0.0,0.038312681697256545,0.9021562093534798,0.6494394067519003
35839.0,0.017598167088521032,0.0,0.0,0.9708502807236103,0.0,0.03968328465396228,0.07129422118466872,0.0,0.4930912731070142,0.0
4565.0,0.0,0.0,0.04707840899333605,0.049619491725493944,0.02750234478961258,0.0,0.0,0.0,0.0,0.0
5300.0,0.0,0.0,0.0,0.0,0.0,0.2045615015002125,0.20663549756618535,0.0,0.08874888281651039,0.4016006706909438
4282.0,0.005109230471085793,0.0,0.2656602971434845,0.0,0.02091546645402039,0.1643827781771593,0.0,0.04596456832681668,0.0,0.13236678793789713
40417.0,0.00905523034713457,0.0,0.0,0.0,0.0,0.02627505850446485,0.014237965610838585,0.03527051556395067,0.564781890923575,0.0
40748.0,0.0,0.0,0.0,0.0,0.0,0.15706887835038227,0.0,0.0,0.07407688975037122,0.0
